sedafips,fips,stateabb,sedafipsname,subject,subgroup,ys_mn_2016_ol,ys_mn_2016_ol_se_adj,ys_mn_2016_eb,ys_mn_2016_eb_se_adj,ys_mn_2017_ol,ys_mn_2017_ol_se_adj,ys_mn_2017_eb_se_adj,ys_mn_2017_eb,ys_mn_2018_ol,ys_mn_2018_ol_se_adj,ys_mn_2018_eb,ys_mn_2018_eb_se_adj,ys_mn_2019_ol,ys_mn_2019_ol_se_adj,ys_mn_2019_eb_se_adj,ys_mn_2019_eb,ys_mn_2022_ol,ys_mn_2022_ol_se_adj,ys_mn_2022_eb,ys_mn_2022_eb_se_adj,ys_mn_2023_ol,ys_mn_2023_ol_se_adj,ys_mn_2023_eb,ys_mn_2023_eb_se_adj,ys_mn_1922_ol,ys_mn_1922_ol_se_adj,ys_mn_1922_eb,ys_mn_1922_eb_se_adj,ys_mn_1923_ol,ys_mn_1923_ol_se_adj,ys_mn_1923_eb,ys_mn_1923_eb_se_adj,ys_mn_2223_ol,ys_mn_2223_ol_se_adj,ys_mn_2223_eb,ys_mn_2223_eb_se_adj,avgasmt_2016,avgasmt_2017,avgasmt_2018,avgasmt_2019,avgasmt_2022,avgasmt_2023,tot_2016,tot_2017,tot_2018,tot_2019,tot_2022,tot_2023,cell_2016,cell_2017,cell_2018,cell_2019,cell_2022,cell_2023,flag_estasmt2022,flag_estasmt2023
4,4,AZ,Arizona,mth,all,-.0513013852158789,.0160445832137662,-.0464573674840833,.0133099438163247,-.0868289736877209,.0227659764639641,.0179150913519975,-.0691963094649425,-.0665416181341619,.0148481037515345,-.0605959387979967,.0121419766319249,-.046254262580603,.0190676442096964,.0163938978882517,-.0519955681310508,-.2349265889940356,.0306390521809626,-.2326393459926283,.0276458313538704,,,,,-.1886723264134326,.0360877621120418,-.1806437778615774,.0321411244236581,,,,,,,,,87085,88142,,88292,83783.16666666667,,435425,440710,,441460,502699,,5,5,,5,6,,0,
4,4,AZ,Arizona,mth,blk,-.4317555312030239,.0182404569250162,-.4324123318738163,.0174902128764138,,,,,,,,,-.4685277897316117,.0211171475053633,.0198338093233611,-.4714988958851533,-.6969342175412403,.0320432240071513,-.690945262586067,.0290798475522233,,,,,-.2284064278096286,.0383758012754881,-.2194463667009138,.0351996807646886,,,,,,,,,4464.2,,,4594.4,4812.333333333333,,22321,,,22972,28874,,5,,,5,6,,0,
4,4,AZ,Arizona,mth,hsp,-.306239411210213,.0162802912212055,-.2956496735503459,.013154152088596,-.3433255223363989,.0229394006951778,.0128201461079193,-.3015748122641177,,,,,-.2956694924160807,.0192568036963603,.0174121996731097,-.3132301640532743,-.5102842685771011,.0307623031420321,-.5063213344583291,.0278063527365785,,,,,-.2146147761610204,.036292475572802,-.1930911704050548,.0328081994319601,,,,,,,,,38979.8,39894.2,,40942.8,39563.33333333334,,194899,199471,,204714,237380,,5,5,,5,6,,0,
4,4,AZ,Arizona,mth,wht,.2988632426761403,.0162531408217004,.3045687222978368,.0129987332800364,.2794634239601786,.022927034270161,.0141175560712657,.3052448331656509,,,,,.3157738791985747,.0192595015384141,.015609975413161,.3066797087221153,.1717810639641137,.0307418458096951,.1722258989155559,.0260481795090847,,,,,-.143992815234461,.0362765693429691,-.1344538098065594,.0303674000885323,,,,,,,,,33528.2,33234.2,,31802.4,29648.66666666667,,167641,166171,,159012,177892,,5,5,,5,6,,0,
4,4,AZ,Arizona,rla,all,-.0456984785608615,.01762026676584,-.0472624284614559,.0134919062653621,-.0422197828698456,.0258751209075136,.0175516703119886,-.0467504833894188,-.0586402254172463,.0174555091520855,-.0550191524530903,.0123895577343056,-.0750606679646469,.0234362393966207,.0174912387401813,-.0632878215167619,-.0843457808443496,.0287738945137562,-.1012795374330675,.0251090785384645,,,,,-.0092851128797027,.0371105688792894,-.0379917159163056,.0306008048540688,,,,,,,,,86230.5,87590.5,,87997,82905.66666666667,,517383,525543,,527982,497434,,6,6,,6,6,,0,
4,4,AZ,Arizona,rla,blk,-.34778201629532,.0213967402360927,-.3414194536437796,.0201807561759871,,,,,,,,,-.392098203915783,.0245245164200187,.0221601473971192,-.3887476175615366,-.4156570742719219,.0297648345456832,-.4345885533421536,.0263837842596047,,,,,-.0235588703561389,.0385667898737717,-.045840935780617,.0344554234413019,,,,,,,,,4462.5,,,4538,4746.666666666667,,8925,,,27228,28480,,2,,,6,6,,0,
4,4,AZ,Arizona,rla,hsp,-.3172674591471461,.0177897345293542,-.3154101371040456,.0149793946127709,-.3020030346539841,.0259813189667077,.013572502671233,-.3169134268894645,,,,,-.3272180565907742,.0235516460676656,.0208841808100237,-.3199638547331738,-.3351670716540147,.0288863499542099,-.3531280403692685,.0258778739294087,,,,,-.0079490150632405,.0372706485880468,-.0331641856360946,.0332537722253,,,,,,,,,38636.33333333334,39481.33333333334,,40742.5,39150.33333333334,,231818,236888,,244455,234902,,6,6,,6,6,,0,
4,4,AZ,Arizona,rla,wht,.3290841232698931,.0177688488258122,.3293089793289248,.014055346204755,.3249960455875842,.0259768460878765,.0141683343519772,.323864605138739,,,,,.2991657504581587,.0235604696403116,.0171652996583954,.3129639758932592,.2871571246721586,.028883689116723,.2649773964545329,.0239691451052745,,,,,-.012008625786,.0372741629907842,-.0479865794387263,.0294816456365687,,,,,,,,,33324,33324.16666666666,,31855.33333333333,29409.5,,199944,199945,,191132,176457,,6,6,,6,6,,0,
5,5,AR,Arkansas,mth,all,-.1568949229719087,.014025822974813,-.1544175363804516,.0120463663772042,-.176684430243057,.0198110947525395,.016349378902934,-.1731363410616132,-.1795864076219691,.0149138053621872,-.1809878563085836,.0122316052130741,-.1824883850008813,.0222981363847008,.018197430418669,-.1888393715555541,-.3365033089091908,.0291111278073081,-.3381233029735147,.0265406768182969,-.306156526894664,.029306332493455,-.3076233993982608,.0267508111389195,-.1540149239083095,.0366696693255359,-.1492839314179606,.0321800248572866,-.1236681418937827,.0368248287225841,-.1187840278427068,.0323535526709578,.0303467820145267,.0033768864362762,.0304999035752539,.003357707085247,36418.83333333334,36754.33333333334,37193.5,37340.66666666666,36217.5,35996.33333333334,218513,220526,223161,224044,217305,215978,6,6,6,6,6,6,0,0
5,5,AR,Arkansas,rla,all,-.0557094472617881,.014882210211319,-.0561067471405063,.0119216878001819,-.0674271965095029,.0213126392086398,.0154958818802989,-.0684200488979302,-.0824354441425346,.0152605491551354,-.0824240843131239,.011324393217905,-.0974436917755662,.0218473992051129,.0165180256618869,-.0964281197283176,-.1775486251404455,.0313605322412299,-.1783959197658928,.0266777994363247,,,,,-.0801049333648793,.0382203065723025,-.0819678000375752,.0313775422002986,,,,,,,,,36311.5,36640.33333333334,37171.33333333334,37320,,,217869,219842,223028,223920,,,6,6,6,6,,,0,
